task,candidate_kind,candidate_id,native_verdict,securebench_verdict,agree,sha256,recorded_in_test_verdict,native_reward,native_error,securebench_status,securebench_source,securebench_error
terminal-bench/sqlite-db-truncate,malicious,test_file_bundle_capture_rejects_malicious_shapes[oversized-sqlite-db-truncate]#1,fail,fail,yes,13931209fe6fea242df38d6647bb7c1c40a25c193f1af1d1dedcd043efed2042,,0.0,,failed,command-replay,
terminal-bench/sqlite-db-truncate,mutant,test_exact_source_threshold_boundary_is_preserved#2,fail,fail,yes,1a084731673ed12ee699e829093465b6a7a16a7fcce998787da9af085c7347c4,failed,0.0,,failed,command-replay,
terminal-bench/sqlite-db-truncate,mutant,test_targeted_semantic_mutants_fail[missing_value_field]#1,fail,fail,yes,20205d55def10260273b9752196181a35ae91a19a88d9370df285f42c54e4c5c,failed,0.0,,failed,command-replay,
terminal-bench/sqlite-db-truncate,mutant,test_targeted_semantic_mutants_fail[unhashable_values]#1,fail,fail,yes,25d16d0b87a685faf5f52388e32ea3fa81d554ff409890c3cdad0bfca839a933,failed,0.0,,failed,command-replay,
terminal-bench/sqlite-db-truncate,malicious,test_malformed_ambiguous_and_forged_artifacts_fail[top_level_object]#1,fail,fail,yes,279df8859768ace605b4b98a32d18670bceef438a855cc300dc86cbd65aec6df,failed,0.0,,failed,command-replay,
terminal-bench/sqlite-db-truncate,malicious,test_malformed_ambiguous_and_forged_artifacts_fail[duplicate_key]#1,fail,fail,yes,2b24101e1a60075c7786ba743ba8bb63843f89cf592e8d1e80cd391777575916,failed,0.0,,failed,command-replay,
terminal-bench/sqlite-db-truncate,reference,test_source_unscored_quirks_are_preserved[extra_keys]#1,pass,pass,yes,2d2f37485413448c0a876201e1672cd39e860c41559eba853545126567fbd857,passed,1.0,,passed,command-replay,
terminal-bench/sqlite-db-truncate,mutant,test_targeted_semantic_mutants_fail[rounded_precision_loss]#1,fail,fail,yes,37b57d123ba33559984699d52e4c3ba98243a10df9a0d7514f4dbeaf81adae9e,failed,0.0,,failed,command-replay,
terminal-bench/sqlite-db-truncate,reference,test_source_unscored_quirks_are_preserved[extra_unscored_row]#1,pass,pass,yes,3a9833269b103ab2b77b17f9d5b6446e6ab5c6f339719dd25987ee8e3c42f9ef,passed,1.0,,passed,command-replay,
terminal-bench/sqlite-db-truncate,mutant,test_targeted_semantic_mutants_fail[all_values_shifted]#1,fail,fail,yes,3e4e737376506b580167d9548d76e5361b892c953519df2e67c7b5db50245e4d,failed,0.0,,failed,command-replay,
terminal-bench/sqlite-db-truncate,malicious,test_malicious_candidate_filesystem_shapes_are_rejected_at_capture[symlink]#1,fail,fail,yes,422d4c599bff8d03eaeb07daca12dd8099836236d2911df46d544c9367bace63,,0.0,,failed,command-replay,
terminal-bench/sqlite-db-truncate,reference,test_exact_source_threshold_boundary_is_preserved#1,pass,pass,yes,5166f6845765d2bf6f6f1a82b02088efbecbef39c6b733433ddd8e45b893500d,passed,1.0,,passed,command-replay,
terminal-bench/sqlite-db-truncate,malicious,test_malformed_ambiguous_and_forged_artifacts_fail[invalid_utf8]#1,fail,fail,yes,5e24caa44e8386038f69e06d5f6d2d6b84fbb82e5821fdf1a917fe7caef1197d,failed,0.0,,failed,command-replay,
terminal-bench/sqlite-db-truncate,reference,test_source_unscored_quirks_are_preserved[integer_valued_float]#1,pass,pass,yes,6d154db514fe095ac067d3f8a5ef07bb7dbededdbd7809d5cc41354e665efec1,passed,1.0,,passed,command-replay,
terminal-bench/sqlite-db-truncate,malicious,test_malformed_ambiguous_and_forged_artifacts_fail[forged_verdict]#1,fail,fail,yes,74c17bb98b8274cc9688bb909ed434e9cf796824a6bf668b87d2fc672faa9044,failed,0.0,,failed,command-replay,
terminal-bench/sqlite-db-truncate,mutant,test_duplicate_rows_cannot_inflate_recovery#1,fail,fail,yes,7fd203eaa90c3a8800848769da3b8aea1182a7e46b7fa9f2bf0e7cb6e37fb3f5,failed,0.0,,failed,command-replay,
terminal-bench/sqlite-db-truncate,mutant,test_targeted_semantic_mutants_fail[case_mutated_words]#1,fail,fail,yes,801dc9372488d213fe831c73d6d5a5b07e63903b3d8f6342e1ceae684d94ca6e,failed,0.0,,failed,command-replay,
terminal-bench/sqlite-db-truncate,malicious,test_malformed_ambiguous_and_forged_artifacts_fail[malformed_json]#1,fail,fail,yes,82f3e6099a298fb8e02b5d0ab7fadc2df09b2255520ce7d3d56eb7242f144bff,failed,0.0,,failed,command-replay,
terminal-bench/sqlite-db-truncate,base,test_base_image_without_deliverable_is_rejected_at_capture#1,fail,fail,yes,84ff92691f909a05b224e1c56abb4864f01b4f8e3c854e4bb4c7baf1d3f6d652,,0.0,,failed,command-replay,
terminal-bench/sqlite-db-truncate,mutant,test_targeted_semantic_mutants_fail[rows_as_arrays]#1,fail,fail,yes,960059671e7387d45d504889b570590580fca17902ae2029935fb7eeee26f00d,failed,0.0,,failed,command-replay,
terminal-bench/sqlite-db-truncate,mutant,test_targeted_semantic_mutants_fail[stringified_values]#1,fail,fail,yes,9a4c2c5546468b50dad58336a51343cbac7bcb4bbc7e967d90e61f5c16f68326,failed,0.0,,failed,command-replay,
terminal-bench/sqlite-db-truncate,reference,test_reviewed_reference_passes_real_capture_parser_and_oracle#1,pass,pass,yes,9f7aca74f9b2ba20d0fd48f3193d09ef98e78cc3511dbe852bc2e1c2fdcccdfa,passed,1.0,,passed,command-replay,
terminal-bench/sqlite-db-truncate,malicious,test_malicious_candidate_filesystem_shapes_are_rejected_at_capture[directory]#1,fail,fail,yes,a175e6eb89e7280bb8b9bc8ca3d541a63a7014dc9c80341b75978937eebf4621,,0.0,,failed,command-replay,
terminal-bench/sqlite-db-truncate,malicious,test_malicious_candidate_filesystem_shapes_are_rejected_at_capture[oversized]#1,fail,fail,yes,ab6dfc08107ee9adb4ae7337fea23c4583f6e87c5e5e29169995bec37cf049e7,,0.0,,failed,command-replay,
terminal-bench/sqlite-db-truncate,malicious,test_malformed_ambiguous_and_forged_artifacts_fail[nul_suffix]#1,fail,fail,yes,b5ff2f7ec7c2f117e45ddf77d68b0dbd52ea6bb6dd7cebd4593bae106d13b2c8,failed,0.0,,failed,command-replay,
terminal-bench/sqlite-db-truncate,mutant,test_targeted_semantic_mutants_fail[boolean_values]#1,fail,fail,yes,cdda57ec037b1dd00c00f59d9e46ba7ba9948e657c6270946aa00a2a65195149,failed,0.0,,failed,command-replay,
terminal-bench/sqlite-db-truncate,malicious,test_file_bundle_capture_rejects_malicious_shapes[directory-sqlite-db-truncate]#1,fail,fail,yes,d5cf62631001b7b25ff81ecefb58a4d3d77201506ddb8c4426dd3059b8736b6b,,0.0,,failed,command-replay,
terminal-bench/sqlite-db-truncate,malicious,test_file_bundle_capture_rejects_malicious_shapes[symlink-sqlite-db-truncate]#1,fail,fail,yes,e801e4bc7940c88b435f03806210546a3d237b6647d3818326a878c26e012e3e,,0.0,,failed,command-replay,
terminal-bench/sqlite-db-truncate,malicious,test_malformed_ambiguous_and_forged_artifacts_fail[infinity_literal]#1,fail,fail,yes,eae31e6c62631e42f95ab499d0c4df7a6a76683b55e6e7ef9b025f2c239b21f6,failed,0.0,,failed,command-replay,
terminal-bench/vulnerable-secret,mutant,test_targeted_semantic_mutants_fail[case_mutated]#1,fail,fail,yes,01dd0a4d71bb39d9f05b7d7965ab41ed9f952db23e89e5e595869ec73ebdcddb,failed,0.0,,failed,command-replay,
terminal-bench/vulnerable-secret,mutant,test_targeted_semantic_mutants_fail[repeated_flag]#1,fail,fail,yes,06b0c32c494bdb1fce1d5451651dccc4301ef4c1355ddaff29fcbac4e866b458,failed,0.0,,failed,command-replay,
terminal-bench/vulnerable-secret,malicious,test_malicious_candidate_filesystem_shapes_are_rejected_at_capture[directory]#1,fail,fail,yes,0be74048964dd49ea92ce33e68e1fda956328f4674d9b37fa0ade3da85fca8f2,,0.0,,failed,command-replay,
terminal-bench/vulnerable-secret,malicious,test_file_bundle_capture_rejects_malicious_shapes[oversized-vulnerable-secret]#1,fail,fail,yes,0d55abd482a8605a38a42c2f9a583cdb9720ab0fb2805b5c2fe64c3c3a32e39f,,0.0,,failed,command-replay,
terminal-bench/vulnerable-secret,reference,test_source_whitespace_stripping_is_preserved[surrounding_spaces]#1,pass,pass,yes,0ff97cce02e025f6c25daa3f03818ae86c7eb7d7289544e05b015cc756c6d9c7,passed,1.0,,passed,command-replay,
terminal-bench/vulnerable-secret,malicious,test_malicious_candidate_filesystem_shapes_are_rejected_at_capture[symlink]#1,fail,fail,yes,10d43816634d9c5d30f8b1a68e5f755b305295f116fbbe78598b381c635a0e1b,,0.0,,failed,command-replay,
terminal-bench/vulnerable-secret,mutant,test_targeted_semantic_mutants_fail[empty_flag_body]#1,fail,fail,yes,15c52d294c56392a8b8d21fa8eb7efb09097ed88f281e2b8da46ec50900b8688,failed,0.0,,failed,command-replay,
terminal-bench/vulnerable-secret,mutant,test_targeted_semantic_mutants_fail[trailing_char]#1,fail,fail,yes,3089ee7e2f42d93fc5725167782229f33bef58ac8b89e6af2204b025002e7d97,failed,0.0,,failed,command-replay,
terminal-bench/vulnerable-secret,malicious,test_malformed_and_forged_artifacts_fail[forged_verdict_object]#1,fail,fail,yes,48bd20acec119ad4f350f6932ab0a6e9e9fef875865c8284110507ed1e4e3cea,failed,0.0,,failed,command-replay,
terminal-bench/vulnerable-secret,malicious,test_malformed_and_forged_artifacts_fail[forged_verdict_with_flag]#1,fail,fail,yes,50c6154b883c3df9708044f039a182765b42638c194d6e2d10d61b91da6814d8,failed,0.0,,failed,command-replay,
terminal-bench/vulnerable-secret,malicious,test_malformed_and_forged_artifacts_fail[invalid_utf8]#1,fail,fail,yes,749c2f6faa89fc4cee1f22455be5ba302ef1f72cb9059178cd143642c27aa6dd,failed,0.0,,failed,command-replay,
terminal-bench/vulnerable-secret,malicious,test_malicious_candidate_filesystem_shapes_are_rejected_at_capture[oversized]#1,fail,fail,yes,7d1e68108821b63a842e96bc0fbec1ee005bf7a14d434a8b9ecbab2d61af0a0e,,0.0,,failed,command-replay,
terminal-bench/vulnerable-secret,base,test_base_image_without_deliverable_is_rejected_at_capture#1,fail,fail,yes,84ff92691f909a05b224e1c56abb4864f01b4f8e3c854e4bb4c7baf1d3f6d652,,0.0,,failed,command-replay,
terminal-bench/vulnerable-secret,malicious,test_file_bundle_capture_rejects_malicious_shapes[symlink-vulnerable-secret]#1,fail,fail,yes,9401fd80b1f6bd5cb8ced029b81a5fedf5e7521da725a23cc78fdfbf93acce34,,0.0,,failed,command-replay,
terminal-bench/vulnerable-secret,mutant,test_targeted_semantic_mutants_fail[empty_file]#1,fail,fail,yes,97987aead4de0b6b00d243d36459debd07b08ec88abec4fe2c22be93edf4e789,failed,0.0,,failed,command-replay,
terminal-bench/vulnerable-secret,reference,test_reviewed_reference_passes_real_capture_parser_and_oracle#1,pass,pass,yes,9b162e1fc351466de97a2925727955a32ef79e11c02425cb9489bba3598b3c68,passed,1.0,,passed,command-replay,
terminal-bench/vulnerable-secret,malicious,test_file_bundle_capture_rejects_malicious_shapes[directory-vulnerable-secret]#1,fail,fail,yes,a23352b1b8050167fd208265fb5a0d272e2a437c94b8e47b7fa9060eab39a6d2,,0.0,,failed,command-replay,
terminal-bench/vulnerable-secret,reference,test_source_whitespace_stripping_is_preserved[trailing_newline]#1,pass,pass,yes,acc79072cfbe88d31ea6bce3b5da04e5b0701781d8291a9672937184c23c29d5,passed,1.0,,passed,command-replay,
terminal-bench/vulnerable-secret,mutant,test_targeted_semantic_mutants_fail[prose_wrapped_flag]#1,fail,fail,yes,bccb49a0706428340ea2b32e33009372bf3bac70b6cb511e9661155c9c3568ad,failed,0.0,,failed,command-replay,
terminal-bench/vulnerable-secret,reference,test_source_whitespace_stripping_is_preserved[mixed_whitespace]#1,pass,pass,yes,bce0ed5e9c2cee892eb492f3d5f867a99eb074c646fe2ee3377cd15ae33c527f,passed,1.0,,passed,command-replay,
terminal-bench/vulnerable-secret,malicious,test_malformed_and_forged_artifacts_fail[nul_suffix_is_not_stripped]#1,fail,fail,yes,c6697731f0ea89af717f7e15fa014671af26e5b843ae0ab70ec93d6670dbacfc,failed,0.0,,failed,command-replay,
terminal-bench/vulnerable-secret,mutant,test_targeted_semantic_mutants_fail[short_but_well_formed]#1,fail,fail,yes,d1ebf0414142b75aad026738879f56eab1e12648d3d9588aca6dd4064614490f,failed,0.0,,failed,command-replay,
terminal-bench/vulnerable-secret,mutant,test_targeted_semantic_mutants_fail[whitespace_only]#1,fail,fail,yes,dde821c58650db093e151d9b92453a1b633c3fa0c99a48f8f02d90356093e5ff,failed,0.0,,failed,command-replay,
terminal-bench/vulnerable-secret,mutant,test_pinned_agent_capture_and_verification[incorrect_secret]#1,fail,fail,yes,e1479d4a272f5a0580bad51981e8625d5f8c3974cef1b1b2f93ccc1600c932ac,failed,0.0,,failed,command-replay,
terminal-bench/vulnerable-secret,mutant,test_targeted_semantic_mutants_fail[wrong_year]#1,fail,fail,yes,e89a6a6b25ea6e61b9f4cc8b09f813569deba361c6708808cac114cc0e13e110,failed,0.0,,failed,command-replay,
terminal-bench/bn-fit-modify,malicious,test_file_bundle_capture_rejects_malicious_shapes[oversized-bn-fit-modify]#1,fail,fail,yes,2832e314cb65f61c9fafe07bc199d0d1ce6a95f2f7720e687809d25d5d500da4,,0.0,,capture_rejected:CandidateCaptureError,host-capture,
terminal-bench/bn-fit-modify,mutant,test_bn_fit_targeted_mutants_fail[overrides4-final_sample:incorrect_sample_columns]#1,fail,fail,yes,3e22777cfa292647f140264179f6bd9557630be60d30c1e191a24f06681d16ba,failed,0.0,,failed,command-replay,
terminal-bench/bn-fit-modify,mutant,test_bn_fit_targeted_mutants_fail[overrides2-final_sample:d_distribution_mismatch]#1,fail,fail,yes,48024d7aa4d0379b01209f51d3df51d6541da911ddea42df73f312511a6108fe,failed,0.0,,failed,command-replay,
terminal-bench/bn-fit-modify,mutant,test_bn_fit_targeted_mutants_fail[overrides1-intervened_dag:incorrect_edges]#1,fail,fail,yes,4eb86799c39efb2815c80f5caa3ce82058ecd12105b96c5a079a8a02d0eee2d1,failed,0.0,,failed,command-replay,
terminal-bench/bn-fit-modify,mutant,test_bn_fit_targeted_mutants_fail[overrides3-final_sample:incorrect_sample_row_count]#1,fail,fail,yes,5cdaa8d83b0212009dc98e341f353e6e7c5441e255cc3a7427d33251c04d3aa1,failed,0.0,,failed,command-replay,
terminal-bench/bn-fit-modify,reference,test_bn_fit_reference_artifacts_pass_and_capture_only_declared_files#1,pass,pass,yes,9166bc727c5c6eefe42b6e153f39fa667cb79879942ab7e6a3e5c7e7e340847f,passed,1.0,,passed,command-replay,
terminal-bench/bn-fit-modify,mutant,test_bn_fit_targeted_mutants_fail[overrides0-learned_dag:incorrect_edges]#1,fail,fail,yes,c676e627e6b18bef0d5ea4ea922341eb0bf6635e8a062a564c8b8ed0c19862c1,failed,0.0,,failed,command-replay,
terminal-bench/bn-fit-modify,malicious,test_file_bundle_capture_rejects_malicious_shapes[directory-bn-fit-modify]#1,fail,fail,yes,cb99bf53719df17c5ae93b77fd29c2bfe3aa3111cabb0ec9ad2999f31a71a8ac,,0.0,,failed,command-replay,
terminal-bench/bn-fit-modify,mutant,test_bn_fit_malformed_csv_is_candidate_evidence_not_infrastructure#1,fail,fail,yes,d3b05f2e04ab9e203584f39a7120f7915f5c61e98b8754d75a675740b986a676,failed,0.0,,failed,command-replay,
terminal-bench/bn-fit-modify,reference,test_bn_fit_ignores_candidate_verdict_claims#1,pass,pass,yes,d8b1659a5fa837cbedd4db9bd0adcb6bcf67cfad13e1b08af71e2d3e471abd6a,passed,1.0,,passed,command-replay,
terminal-bench/bn-fit-modify,malicious,test_file_bundle_capture_rejects_malicious_shapes[symlink-bn-fit-modify]#1,fail,fail,yes,ef999d4af703c3b2d661ef4da1fc79b402334cd0ef17f19cbaed94fb54f5c658,,0.0,,failed,command-replay,
terminal-bench/cancel-async-tasks,malicious,test_file_bundle_capture_rejects_malicious_shapes[symlink-cancel-async-tasks]#1,fail,fail,yes,05dead0cab79cdb6dbe80f82d8345277a0eebc9d9f7a37071eafb352fada15ca,,0.0,,failed,command-replay,
terminal-bench/cancel-async-tasks,malicious,test_file_bundle_capture_rejects_malicious_shapes[directory-cancel-async-tasks]#1,fail,fail,yes,19596fdfbcaf247ed8d12f40006c46d689999087e249e05fdeb8fd2c3fd3c716,,0.0,,failed,command-replay,
terminal-bench/cancel-async-tasks,mutant,test_cancel_async_real_pinned_evaluations_reject_mutants_and_claims[signal_ignoring_mutant]#1,fail,fail,yes,22cfb8fe82ca78f236a919c91af1cd226faeffd98b5acd0d0584559dfff300fe,infrastructure_error,0.0,,failed,command-replay,
terminal-bench/cancel-async-tasks,mutant,test_cancel_async_real_pinned_evaluations_reject_mutants_and_claims[sequential_mutant]#1,fail,fail,yes,2af38b0a57a3d68991f3dd3f32d53f550052cbe5bb0ef0b1a4a86a6c55b83ef8,infrastructure_error,0.0,,failed,command-replay,
terminal-bench/cancel-async-tasks,malicious,test_file_bundle_capture_rejects_malicious_shapes[oversized-cancel-async-tasks]#1,fail,fail,yes,2c660c5229551aca34aaa2e9e0ad991f55ebb655b456082497a86982332a5ac9,,0.0,,failed,command-replay,
terminal-bench/cancel-async-tasks,mutant,test_cancel_async_real_pinned_evaluations_reject_mutants_and_claims[abandons_cleanup_mutant]#1,fail,fail,yes,32f485561e7bad405e7d092af0a2592ced1e5872a74bcb050530354ee53bbf11,failed,0.0,,failed,command-replay,
terminal-bench/cancel-async-tasks,malicious,test_cancel_async_rejects_candidates_that_bypass_task_callbacks[early_cancellation]#1,fail,fail,yes,3b35bb0b9af27c3af641a9ba4c25c13214e36672ed8c390526c1ef51ce2065bd,failed,0.0,,failed,command-replay,
terminal-bench/cancel-async-tasks,mutant,test_cancel_async_real_pinned_evaluations_reject_mutants_and_claims[unbounded_mutant]#1,fail,fail,yes,66e0cd7110b18d440c565e52af5e1d534dfc173fb10787f389e07cc84dca960b,failed,0.0,,failed,command-replay,
terminal-bench/cancel-async-tasks,malicious,test_cancel_async_real_pinned_evaluations_reject_mutants_and_claims[forged_claim]#1,fail,fail,yes,9cb34b41cbe2bb3a5afca91e48bb7e0d900c79ad3ee2012b66a10ef23eaca8bb,failed,0.0,,failed,command-replay,
terminal-bench/cancel-async-tasks,reference,test_cancel_async_real_pinned_evaluations_reject_mutants_and_claims[reference]#1,pass,pass,yes,9d82fe12bf82010e13295fdd54da4a5ea029be23ceea68a32bcd56f7b55736d1,passed,1.0,,passed,command-replay,
terminal-bench/cancel-async-tasks,malicious,test_cancel_async_rejects_candidates_that_bypass_task_callbacks[credential_forgery]#1,fail,fail,yes,a347ce3c869c304831c4cf9b516485f52a47b03622f8e95dc3cf33a43d34b727,failed,0.0,,failed,command-replay,
terminal-bench/chess-best-move,malicious,test_chess_targeted_mutants_and_claims_fail[duplicate_move]#1,fail,fail,yes,11ae44fe0d9ec2897ac082350ee1f7da355785fb6296f0919fe44714882b1256,failed,0.0,,failed,command-replay,
terminal-bench/chess-best-move,malicious,test_chess_targeted_mutants_and_claims_fail[forged_verdict]#1,fail,fail,yes,20ebcba841ca68002effd39fde3bf22e5bd705a28c23083521156bcd8c7a507a,failed,0.0,,failed,command-replay,
terminal-bench/chess-best-move,malicious,test_file_bundle_capture_rejects_malicious_shapes[symlink-chess-best-move]#1,fail,fail,yes,5807219ca46ef579f4af470e2140690baeb05e328d502db352d357c78f4e6c69,,0.0,,failed,command-replay,
terminal-bench/chess-best-move,mutant,test_chess_targeted_mutants_and_claims_fail[extra_move]#1,fail,fail,yes,5bf742d525f12d45b7b5f4773997e8a01c762b302b72767cf4b54309dd113281,failed,0.0,,failed,command-replay,
terminal-bench/chess-best-move,malicious,test_file_bundle_capture_rejects_malicious_shapes[directory-chess-best-move]#1,fail,fail,yes,5ef2f9695ac295975f685fd0adff18c36e250eefd8feb389098af38695940997,,0.0,,failed,command-replay,
terminal-bench/chess-best-move,reference,test_chess_reference_move_set_passes_in_any_order_and_whitespace[g2g4\ne2e4\n]#1,pass,pass,yes,652372f619ce7951ebdc32f1fb4e7ed8b27efb4f320507df9148c839a492d333,passed,1.0,,passed,command-replay,
terminal-bench/chess-best-move,mutant,test_chess_targeted_mutants_and_claims_fail[missing_move]#1,fail,fail,yes,6885e6ea9267f3ce710ca5ca42e59534652d2644a8b9167eac009c51f08657ac,failed,0.0,,failed,command-replay,
terminal-bench/chess-best-move,malicious,test_file_bundle_capture_rejects_malicious_shapes[oversized-chess-best-move]#1,fail,fail,yes,739cc67490d6f66e3e21b5e15188017ccc7a760a46c31ae3f88240283b5fac04,,0.0,,failed,command-replay,
terminal-bench/chess-best-move,base,test_base_image_fails_stopped_candidate_capture[chess-best-move]#1,fail,fail,yes,84ff92691f909a05b224e1c56abb4864f01b4f8e3c854e4bb4c7baf1d3f6d652,,0.0,,failed,command-replay,
terminal-bench/chess-best-move,malicious,test_chess_invalid_utf8_is_candidate_evidence_not_infrastructure#1,fail,fail,yes,9c8469ca69d4097bf61bb29d9a56efc6cdcfc8c78b406f1b99c2d2c9445ff9eb,failed,0.0,,failed,command-replay,
terminal-bench/chess-best-move,mutant,test_chess_targeted_mutants_and_claims_fail[case_changed]#1,fail,fail,yes,a8b789c69cafb5e49dda3dfceb91d352b1ed7b0f93933e793e4dd7486aa49c4a,failed,0.0,,failed,command-replay,
terminal-bench/chess-best-move,mutant,test_chess_targeted_mutants_and_claims_fail[wrong_move]#1,fail,fail,yes,aaf184673c5cb01632de431a7591681e00629793fb8db2a73ab346931cb7a15d,failed,0.0,,failed,command-replay,
terminal-bench/chess-best-move,reference,test_chess_reference_move_set_passes_in_any_order_and_whitespace[ e2e4\t g2g4 ]#1,pass,pass,yes,b8cbea98155885508b25bba4c62df18dc5274a913d59580d8a06e6cd9e23c904,passed,1.0,,passed,command-replay,
terminal-bench/code-from-image,malicious,test_file_bundle_capture_rejects_malicious_shapes[directory-code-from-image]#1,fail,fail,yes,1d0c3e169840b78df97156e933ba43b4be2a073b855e3a59c604f0fb668143f2,,0.0,,failed,command-replay,
terminal-bench/code-from-image,malicious,test_file_bundle_capture_rejects_malicious_shapes[oversized-code-from-image]#1,fail,fail,yes,312795cab97b081f42d3505ad10e3f7f58e55fea723fd1af43c3e187db9787b1,,0.0,,failed,command-replay,
terminal-bench/code-from-image,malicious,test_targeted_mutants_and_candidate_claims_fail[structured_verdict_claim]#1,fail,fail,yes,391917db800954be753250e06e6afda4a28050656b304ffa8bbbb785253c036a,failed,0.0,,failed,command-replay,
terminal-bench/code-from-image,malicious,test_invalid_utf8_is_candidate_evidence_not_infrastructure#1,fail,fail,yes,47d61dfd822881492b4acfb2043a5fbc1960cf83dd64215ea791df1a87d24dc3,failed,0.0,,failed,command-replay,
terminal-bench/code-from-image,reference,test_reference_output_passes_with_source_strip_semantics[ \n\tbee26a133f103b9ecda444c70ec22cafef6e31a3de7af6d047974dc90ce3defe\r\n ]#1,pass,pass,yes,69641bd050ba8b5163e7e021c34240b29299c8ab9c4acd831ff844c57a9ad8d8,passed,1.0,,passed,command-replay,
terminal-bench/code-from-image,mutant,test_targeted_mutants_and_candidate_claims_fail[case_changed]#1,fail,fail,yes,817024fe91755cfa6b820640e9a6b5046f3399a99dece324c2ed0b2b7c02acea,failed,0.0,,failed,command-replay,
terminal-bench/code-from-image,base,test_base_image_fails_stopped_candidate_capture[code-from-image]#1,fail,fail,yes,84ff92691f909a05b224e1c56abb4864f01b4f8e3c854e4bb4c7baf1d3f6d652,,0.0,,failed,command-replay,
terminal-bench/code-from-image,malicious,test_targeted_mutants_and_candidate_claims_fail[forged_verdict]#1,fail,fail,yes,8f75ece4a00fce2182563502fd8e119554a193c08bc67b4a013fe184377690a5,failed,0.0,,failed,command-replay,
terminal-bench/code-from-image,mutant,test_targeted_mutants_and_candidate_claims_fail[wrong_digest_nibble]#1,fail,fail,yes,ad31db718fb43f9d1787a4d85d43e50eb216a40fce036c465329d7e55b844184,failed,0.0,,failed,command-replay,
terminal-bench/code-from-image,malicious,test_targeted_mutants_and_candidate_claims_fail[published_prefix_only]#1,fail,fail,yes,af238b3d14d9dc8ef8c6314980b609d56a7c873811088b52b6633741bdcf9880,failed,0.0,,failed,command-replay,
terminal-bench/code-from-image,reference,test_reference_output_passes_with_source_strip_semantics[bee26a133f103b9ecda444c70ec22cafef6e31a3de7af6d047974dc90ce3defe]#1,pass,pass,yes,d75332db6f271a56620727a621e799439ea6969687a8710d51b2fb4a656f9c73,passed,1.0,,passed,command-replay,
terminal-bench/code-from-image,malicious,test_file_bundle_capture_rejects_malicious_shapes[symlink-code-from-image]#1,fail,fail,yes,ee0db80fcaa159d5a4edc9f40c5dd9d659ab7b35f66421696369103208769598,,0.0,,failed,command-replay,
terminal-bench/code-from-image,malicious,test_targeted_mutants_and_candidate_claims_fail[nul_suffix]#1,fail,fail,yes,ef4224ef89893f102325a7c0554eb7d41291021deb224384bc7411322a8a4112,failed,0.0,,failed,command-replay,
terminal-bench/count-dataset-tokens,malicious,test_invalid_utf8_is_candidate_evidence_not_infrastructure#1,fail,fail,yes,0605fa561fd844ba2e0b2b174c8b42e8d400d22bfeb08be373edaef1eb041804,failed,0.0,,failed,command-replay,
terminal-bench/count-dataset-tokens,reference,test_source_verifier_accepted_outputs_pass[embedded_digits]#1,pass,pass,yes,099bbc496b185690bd5161c8fd47fbce91e79f48498a4afb55f9d000c3c1c7bd,passed,1.0,,passed,command-replay,
terminal-bench/count-dataset-tokens,reference,test_pinned_agent_capture_and_replay_matrix[source_containment]#1,pass,pass,yes,116293b88c8104fc5134218347880cd2cebda9b9e686e8d74d147c5189dca491,passed,1.0,,passed,command-replay,
terminal-bench/count-dataset-tokens,malicious,test_targeted_mutants_and_unsupported_claims_fail[forged_verdict_without_count]#1,fail,fail,yes,56d8de233dfaa77280ed2ae44c9722179cd6cb455d64c9a0a6286266b956b09c,failed,0.0,,failed,command-replay,
terminal-bench/count-dataset-tokens,malicious,test_targeted_mutants_and_unsupported_claims_fail[transposed_digits]#1,fail,fail,yes,6ac42c56a1eb8524a194a71aa3fe5f645a1f453217a96ca1b6fc7eeb9acc7bbd,failed,0.0,,failed,command-replay,
terminal-bench/count-dataset-tokens,reference,test_source_verifier_accepted_outputs_pass[source_substring_semantics]#1,pass,pass,yes,6e3ca73b429d2620743743500407ec686a5c8866e16bb2d555a14a7ef60fcf91,passed,1.0,,passed,command-replay,
terminal-bench/count-dataset-tokens,base,test_base_image_fails_stopped_candidate_capture[count-dataset-tokens]#1,fail,fail,yes,84ff92691f909a05b224e1c56abb4864f01b4f8e3c854e4bb4c7baf1d3f6d652,,0.0,,failed,command-replay,
terminal-bench/count-dataset-tokens,reference,test_source_verifier_accepted_outputs_pass[bare_count]#1,pass,pass,yes,8fe23487d8aaaf34eabc889b918451f7c6b521f8a871d2272cd0b03602ef9967,passed,1.0,,passed,command-replay,
terminal-bench/count-dataset-tokens,malicious,test_file_bundle_capture_rejects_malicious_shapes[oversized-count-dataset-tokens]#1,fail,fail,yes,905722c64e48a6076f65e776450667a5e2c4051fbc6539ad4c9cd1d78fed479e,,0.0,,failed,command-replay,
terminal-bench/count-dataset-tokens,malicious,test_file_bundle_capture_rejects_malicious_shapes[directory-count-dataset-tokens]#1,fail,fail,yes,9cf3e15f73be0d67ab9f5300f8a2226d57a40293a827fb2cf43bdd457f4865c1,,0.0,,failed,command-replay,
terminal-bench/count-dataset-tokens,reference,test_source_verifier_accepted_outputs_pass[valid_utf8_nul_and_claim]#1,pass,pass,yes,a0bea703c961f0ddabc77eb7637cf4655a690f64a53760ab985818e214a0e3fc,passed,1.0,,passed,command-replay,
