pack,task,candidate_kind,candidate_id,sha256,format,bytes,recorded_capture,recorded_in_test_verdict,nodeid,dir
deep-swe,tomlkit-toml-table-converters,mutant,test_targeted_real_code_mutant_fails[aot-descendant-check-disabled]#1,c641108738ce841329987dad8b8184bdd1254cf3fedb6a03e144372307d1ef1b,patch,21406,captured,failed,tests/test_deepswe_tomlkit_toml_table_converters_v2.py::test_targeted_real_code_mutant_fails[aot-descendant-check-disabled],runs/campaign/phase1/candidates/deep-swe/tomlkit-toml-table-converters/c641108738ce8413
deep-swe,tomlkit-toml-table-converters,mutant,test_targeted_real_code_mutant_fails[standard-table-header-comment-dropped]#1,cfb20af6a81d3d3d14c6fe368d148e913325a03c4cff899f0b0789648f66a9f4,patch,21464,captured,failed,tests/test_deepswe_tomlkit_toml_table_converters_v2.py::test_targeted_real_code_mutant_fails[standard-table-header-comment-dropped],runs/campaign/phase1/candidates/deep-swe/tomlkit-toml-table-converters/cfb20af6a81d3d3d
deep-swe,tomlkit-toml-table-converters,mutant,test_targeted_real_code_mutant_fails[max-depth-ignored]#1,b29a910c32b9b24996a8b9f40e9a8b5ef67efa6eb0d4e595252d79804f616bc8,patch,21433,captured,failed,tests/test_deepswe_tomlkit_toml_table_converters_v2.py::test_targeted_real_code_mutant_fails[max-depth-ignored],runs/campaign/phase1/candidates/deep-swe/tomlkit-toml-table-converters/b29a910c32b9b249
deep-swe,obsidian-linter-scoped-ignore-markers,base,test_base_fails_through_the_real_capture_path#1,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,patch,0,captured,failed,tests/test_deepswe_obsidian_linter_scoped_ignore_markers_v2.py::test_base_fails_through_the_real_capture_path,runs/campaign/phase1/candidates/deep-swe/obsidian-linter-scoped-ignore-markers/e3b0c44298fc1c14
deep-swe,obsidian-linter-scoped-ignore-markers,reference,test_reference_passes_in_fresh_evaluations#1,bdc016aec3d99bcf2dcad4580ca80deeb31450b67490ac0658896a069a71c4b5,patch,35747,captured,passed,tests/test_deepswe_obsidian_linter_scoped_ignore_markers_v2.py::test_reference_passes_in_fresh_evaluations,runs/campaign/phase1/candidates/deep-swe/obsidian-linter-scoped-ignore-markers/bdc016aec3d99bcf
deep-swe,obsidian-linter-scoped-ignore-markers,mutant,test_dropping_the_largest_source_file_fails#1,5b32614fab35610c2620c2ad9b2eb33f943801537b1de5ad7ff323f02bd714f8,patch,7414,captured,failed,tests/test_deepswe_obsidian_linter_scoped_ignore_markers_v2.py::test_dropping_the_largest_source_file_fails,runs/campaign/phase1/candidates/deep-swe/obsidian-linter-scoped-ignore-markers/5b32614fab35610c
deep-swe,obsidian-linter-scoped-ignore-markers,mutant,test_semantic_mutants_fail[disable-all-selective-reenable-filter-dropped]#1,04cc02b6c508e008e042d7545e4064b18155c0575aa6d41544152b2c0c542e5d,patch,35680,captured,failed,tests/test_deepswe_obsidian_linter_scoped_ignore_markers_v2.py::test_semantic_mutants_fail[disable-all-selective-reenable-filter-dropped],runs/campaign/phase1/candidates/deep-swe/obsidian-linter-scoped-ignore-markers/04cc02b6c508e008
deep-swe,obsidian-linter-scoped-ignore-markers,mutant,test_semantic_mutants_fail[protected-context-detection-disabled]#1,bfff2f7734ef424162af9f0d3713ba1a35a86d5e58808d159147efa2270719a7,patch,35765,captured,failed,tests/test_deepswe_obsidian_linter_scoped_ignore_markers_v2.py::test_semantic_mutants_fail[protected-context-detection-disabled],runs/campaign/phase1/candidates/deep-swe/obsidian-linter-scoped-ignore-markers/bfff2f7734ef4241
deep-swe,obsidian-linter-scoped-ignore-markers,mutant,test_semantic_mutants_fail[scoped-disable-regex-drops-standalone-line-anchor]#1,c24c033b6eae302e261bdb71d13892db01ecc2de7b1b57532726fe6871241919,patch,35711,captured,failed,tests/test_deepswe_obsidian_linter_scoped_ignore_markers_v2.py::test_semantic_mutants_fail[scoped-disable-regex-drops-standalone-line-anchor],runs/campaign/phase1/candidates/deep-swe/obsidian-linter-scoped-ignore-markers/c24c033b6eae302e
deep-swe,helm-array-merge-strategies,base,test_base_fails_through_the_real_capture_path#1,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,patch,0,captured,failed,tests/test_deepswe_helm_array_merge_strategies_v2.py::test_base_fails_through_the_real_capture_path,runs/campaign/phase1/candidates/deep-swe/helm-array-merge-strategies/e3b0c44298fc1c14
deep-swe,helm-array-merge-strategies,reference,test_reference_passes_in_fresh_evaluations#1,61f698035d10d2cfad08b67cf748451b7d6355f738f9771cb3ded13893b2757f,patch,25653,captured,passed,tests/test_deepswe_helm_array_merge_strategies_v2.py::test_reference_passes_in_fresh_evaluations,runs/campaign/phase1/candidates/deep-swe/helm-array-merge-strategies/61f698035d10d2cf
deep-swe,helm-array-merge-strategies,mutant,test_incomplete_implementation_mutant_fails#1,ceec1929bece1489c1e9e8bcd9481973d62349c2e6be387cb1a28fdeba72ac2b,patch,13624,captured,failed,tests/test_deepswe_helm_array_merge_strategies_v2.py::test_incomplete_implementation_mutant_fails,runs/campaign/phase1/candidates/deep-swe/helm-array-merge-strategies/ceec1929bece1489
deep-swe,helm-array-merge-strategies,mutant,test_append_order_reversed_mutant_fails#1,c288701a7f349c10e200a2c96f7a8c8eac2f28dbaba656933ef41d037786ef22,patch,25653,captured,failed,tests/test_deepswe_helm_array_merge_strategies_v2.py::test_append_order_reversed_mutant_fails,runs/campaign/phase1/candidates/deep-swe/helm-array-merge-strategies/c288701a7f349c10
deep-swe,helm-array-merge-strategies,mutant,test_nested_merge_key_resolution_mutant_fails#1,8910e3a27ef559d79b76cf646bdc15b7c28a31e62f9c642073eb6f86dd44fa9a,patch,25690,captured,failed,tests/test_deepswe_helm_array_merge_strategies_v2.py::test_nested_merge_key_resolution_mutant_fails,runs/campaign/phase1/candidates/deep-swe/helm-array-merge-strategies/8910e3a27ef559d7
deep-swe,helm-array-merge-strategies,mutant,test_cli_override_precedence_mutant_fails#1,b2049ef554a2976040ec0fd464ae048b7020cde21c51dfad35c2d094b37499d7,patch,25820,captured,failed,tests/test_deepswe_helm_array_merge_strategies_v2.py::test_cli_override_precedence_mutant_fails,runs/campaign/phase1/candidates/deep-swe/helm-array-merge-strategies/b2049ef554a29760
terminal-bench,constraints-scheduling,reference,test_constraints_scheduling_v2_passes_known_good_artifact#1,a45a1d1940ce4545d1e3006c20a428ee888c0fbc74cdaec27e49396b2f1abc76,tar,10240,captured,passed,tests/test_constraints_scheduling_v2.py::test_constraints_scheduling_v2_passes_known_good_artifact,runs/campaign/phase1/candidates/terminal-bench/constraints-scheduling/a45a1d1940ce4545
terminal-bench,constraints-scheduling,mutant,test_constraints_scheduling_v2_rejects_non_earliest_artifact#1,81187473e2f0128b9107282091ed0f30c474a10c4f6bb86f68a52b43a007b6e9,tar,10240,captured,failed,tests/test_constraints_scheduling_v2.py::test_constraints_scheduling_v2_rejects_non_earliest_artifact,runs/campaign/phase1/candidates/terminal-bench/constraints-scheduling/81187473e2f0128b
terminal-bench,constraints-scheduling,reference,test_constraints_scheduling_v2_accepts_upstream_substring_suffix_and_first_match#1,93464083fc488748a4caaeaa657e438e3b4defb235a3830c8ea949ad11effa92,tar,10240,captured,passed,tests/test_constraints_scheduling_v2.py::test_constraints_scheduling_v2_accepts_upstream_substring_suffix_and_first_match,runs/campaign/phase1/candidates/terminal-bench/constraints-scheduling/93464083fc488748
terminal-bench,constraints-scheduling,mutant,test_constraints_scheduling_v2_still_rejects_no_matching_event#1,ab4de29d073a72a9dadc474ee4945ad7fb337a477444c3118efb8802db09b26e,tar,10240,captured,failed,tests/test_constraints_scheduling_v2.py::test_constraints_scheduling_v2_still_rejects_no_matching_event,runs/campaign/phase1/candidates/terminal-bench/constraints-scheduling/ab4de29d073a72a9
terminal-bench,constraints-scheduling,malicious,test_file_bundle_capture_rejects_malicious_shapes[symlink-constraints-scheduling]#1,3704185829c1fd735f7265ada15091754567182497211f2830315a7b2def0d0a,tar,10240,rejected,,tests/test_terminal_file_bundle_qualification.py::test_file_bundle_capture_rejects_malicious_shapes[symlink-constraints-scheduling],runs/campaign/phase1/candidates/terminal-bench/constraints-scheduling/3704185829c1fd73
terminal-bench,constraints-scheduling,malicious,test_file_bundle_capture_rejects_malicious_shapes[directory-constraints-scheduling]#1,4510eb080facb645486de2ebf64245f1fabdf4eff7059642c84e28d274c7c9d7,tar,10240,rejected,,tests/test_terminal_file_bundle_qualification.py::test_file_bundle_capture_rejects_malicious_shapes[directory-constraints-scheduling],runs/campaign/phase1/candidates/terminal-bench/constraints-scheduling/4510eb080facb645
terminal-bench,constraints-scheduling,malicious,test_file_bundle_capture_rejects_malicious_shapes[oversized-constraints-scheduling]#1,dc7b1af1322ea601d87b74a192fccb6741d446f3726c184e18b41b29d1c931d9,tar,71680,rejected,,tests/test_terminal_file_bundle_qualification.py::test_file_bundle_capture_rejects_malicious_shapes[oversized-constraints-scheduling],runs/campaign/phase1/candidates/terminal-bench/constraints-scheduling/dc7b1af1322ea601
terminal-bench,constraints-scheduling,base,test_base_image_fails_stopped_candidate_capture[constraints-scheduling]#1,84ff92691f909a05b224e1c56abb4864f01b4f8e3c854e4bb4c7baf1d3f6d652,tar,10240,rejected,,tests/test_terminal_file_bundle_qualification.py::test_base_image_fails_stopped_candidate_capture[constraints-scheduling],runs/campaign/phase1/candidates/terminal-bench/constraints-scheduling/84ff92691f909a05
terminal-bench,sqlite-db-truncate,reference,test_reviewed_reference_passes_real_capture_parser_and_oracle#1,9f7aca74f9b2ba20d0fd48f3193d09ef98e78cc3511dbe852bc2e1c2fdcccdfa,tar,10240,captured,passed,tests/test_sqlite_db_truncate_v2.py::test_reviewed_reference_passes_real_capture_parser_and_oracle,runs/campaign/phase1/candidates/terminal-bench/sqlite-db-truncate/9f7aca74f9b2ba20
terminal-bench,sqlite-db-truncate,reference,test_exact_source_threshold_boundary_is_preserved#1,5166f6845765d2bf6f6f1a82b02088efbecbef39c6b733433ddd8e45b893500d,tar,10240,captured,passed,tests/test_sqlite_db_truncate_v2.py::test_exact_source_threshold_boundary_is_preserved,runs/campaign/phase1/candidates/terminal-bench/sqlite-db-truncate/5166f6845765d2bf
terminal-bench,sqlite-db-truncate,mutant,test_exact_source_threshold_boundary_is_preserved#2,1a084731673ed12ee699e829093465b6a7a16a7fcce998787da9af085c7347c4,tar,10240,captured,failed,tests/test_sqlite_db_truncate_v2.py::test_exact_source_threshold_boundary_is_preserved,runs/campaign/phase1/candidates/terminal-bench/sqlite-db-truncate/1a084731673ed12e
terminal-bench,sqlite-db-truncate,reference,test_source_unscored_quirks_are_preserved[extra_unscored_row]#1,3a9833269b103ab2b77b17f9d5b6446e6ab5c6f339719dd25987ee8e3c42f9ef,tar,10240,captured,passed,tests/test_sqlite_db_truncate_v2.py::test_source_unscored_quirks_are_preserved[extra_unscored_row],runs/campaign/phase1/candidates/terminal-bench/sqlite-db-truncate/3a9833269b103ab2
terminal-bench,sqlite-db-truncate,reference,test_source_unscored_quirks_are_preserved[extra_keys]#1,2d2f37485413448c0a876201e1672cd39e860c41559eba853545126567fbd857,tar,10240,captured,passed,tests/test_sqlite_db_truncate_v2.py::test_source_unscored_quirks_are_preserved[extra_keys],runs/campaign/phase1/candidates/terminal-bench/sqlite-db-truncate/2d2f37485413448c
terminal-bench,sqlite-db-truncate,reference,test_source_unscored_quirks_are_preserved[reordered]#1,0780e5f94bb4b864a503d2b1ad6d633b846c019462c34ea219d3b28999123177,tar,10240,captured,passed,tests/test_sqlite_db_truncate_v2.py::test_source_unscored_quirks_are_preserved[reordered],runs/campaign/phase1/candidates/terminal-bench/sqlite-db-truncate/0780e5f94bb4b864
terminal-bench,sqlite-db-truncate,reference,test_source_unscored_quirks_are_preserved[integer_valued_float]#1,6d154db514fe095ac067d3f8a5ef07bb7dbededdbd7809d5cc41354e665efec1,tar,10240,captured,passed,tests/test_sqlite_db_truncate_v2.py::test_source_unscored_quirks_are_preserved[integer_valued_float],runs/campaign/phase1/candidates/terminal-bench/sqlite-db-truncate/6d154db514fe095a
terminal-bench,sqlite-db-truncate,mutant,test_duplicate_rows_cannot_inflate_recovery#1,7fd203eaa90c3a8800848769da3b8aea1182a7e46b7fa9f2bf0e7cb6e37fb3f5,tar,10240,captured,failed,tests/test_sqlite_db_truncate_v2.py::test_duplicate_rows_cannot_inflate_recovery,runs/campaign/phase1/candidates/terminal-bench/sqlite-db-truncate/7fd203eaa90c3a88
terminal-bench,sqlite-db-truncate,mutant,test_targeted_semantic_mutants_fail[all_values_shifted]#1,3e4e737376506b580167d9548d76e5361b892c953519df2e67c7b5db50245e4d,tar,10240,captured,failed,tests/test_sqlite_db_truncate_v2.py::test_targeted_semantic_mutants_fail[all_values_shifted],runs/campaign/phase1/candidates/terminal-bench/sqlite-db-truncate/3e4e737376506b58
terminal-bench,sqlite-db-truncate,mutant,test_targeted_semantic_mutants_fail[rounded_precision_loss]#1,37b57d123ba33559984699d52e4c3ba98243a10df9a0d7514f4dbeaf81adae9e,tar,10240,captured,failed,tests/test_sqlite_db_truncate_v2.py::test_targeted_semantic_mutants_fail[rounded_precision_loss],runs/campaign/phase1/candidates/terminal-bench/sqlite-db-truncate/37b57d123ba33559
terminal-bench,sqlite-db-truncate,mutant,test_targeted_semantic_mutants_fail[case_mutated_words]#1,801dc9372488d213fe831c73d6d5a5b07e63903b3d8f6342e1ceae684d94ca6e,tar,10240,captured,failed,tests/test_sqlite_db_truncate_v2.py::test_targeted_semantic_mutants_fail[case_mutated_words],runs/campaign/phase1/candidates/terminal-bench/sqlite-db-truncate/801dc9372488d213
terminal-bench,sqlite-db-truncate,mutant,test_targeted_semantic_mutants_fail[stringified_values]#1,9a4c2c5546468b50dad58336a51343cbac7bcb4bbc7e967d90e61f5c16f68326,tar,10240,captured,failed,tests/test_sqlite_db_truncate_v2.py::test_targeted_semantic_mutants_fail[stringified_values],runs/campaign/phase1/candidates/terminal-bench/sqlite-db-truncate/9a4c2c5546468b50
terminal-bench,sqlite-db-truncate,mutant,test_targeted_semantic_mutants_fail[boolean_values]#1,cdda57ec037b1dd00c00f59d9e46ba7ba9948e657c6270946aa00a2a65195149,tar,10240,captured,failed,tests/test_sqlite_db_truncate_v2.py::test_targeted_semantic_mutants_fail[boolean_values],runs/campaign/phase1/candidates/terminal-bench/sqlite-db-truncate/cdda57ec037b1dd0
terminal-bench,sqlite-db-truncate,mutant,test_targeted_semantic_mutants_fail[missing_value_field]#1,20205d55def10260273b9752196181a35ae91a19a88d9370df285f42c54e4c5c,tar,10240,captured,failed,tests/test_sqlite_db_truncate_v2.py::test_targeted_semantic_mutants_fail[missing_value_field],runs/campaign/phase1/candidates/terminal-bench/sqlite-db-truncate/20205d55def10260
terminal-bench,sqlite-db-truncate,mutant,test_targeted_semantic_mutants_fail[rows_as_arrays]#1,960059671e7387d45d504889b570590580fca17902ae2029935fb7eeee26f00d,tar,10240,captured,failed,tests/test_sqlite_db_truncate_v2.py::test_targeted_semantic_mutants_fail[rows_as_arrays],runs/campaign/phase1/candidates/terminal-bench/sqlite-db-truncate/960059671e7387d4
terminal-bench,sqlite-db-truncate,mutant,test_targeted_semantic_mutants_fail[unhashable_values]#1,25d16d0b87a685faf5f52388e32ea3fa81d554ff409890c3cdad0bfca839a933,tar,10240,captured,failed,tests/test_sqlite_db_truncate_v2.py::test_targeted_semantic_mutants_fail[unhashable_values],runs/campaign/phase1/candidates/terminal-bench/sqlite-db-truncate/25d16d0b87a685fa
terminal-bench,sqlite-db-truncate,reference,test_type_mismatched_row_is_skipped_like_upstream_and_still_passes#1,1260e98d9bde354999d39d41aab194c3155c1a1a56779be189d08e6e2a8878f1,tar,10240,captured,passed,tests/test_sqlite_db_truncate_v2.py::test_type_mismatched_row_is_skipped_like_upstream_and_still_passes,runs/campaign/phase1/candidates/terminal-bench/sqlite-db-truncate/1260e98d9bde3549
terminal-bench,sqlite-db-truncate,malicious,test_malformed_ambiguous_and_forged_artifacts_fail[top_level_object]#1,279df8859768ace605b4b98a32d18670bceef438a855cc300dc86cbd65aec6df,tar,10240,captured,failed,tests/test_sqlite_db_truncate_v2.py::test_malformed_ambiguous_and_forged_artifacts_fail[top_level_object],runs/campaign/phase1/candidates/terminal-bench/sqlite-db-truncate/279df8859768ace6
terminal-bench,sqlite-db-truncate,malicious,test_malformed_ambiguous_and_forged_artifacts_fail[malformed_json]#1,82f3e6099a298fb8e02b5d0ab7fadc2df09b2255520ce7d3d56eb7242f144bff,tar,10240,captured,failed,tests/test_sqlite_db_truncate_v2.py::test_malformed_ambiguous_and_forged_artifacts_fail[malformed_json],runs/campaign/phase1/candidates/terminal-bench/sqlite-db-truncate/82f3e6099a298fb8
terminal-bench,sqlite-db-truncate,malicious,test_malformed_ambiguous_and_forged_artifacts_fail[forged_verdict]#1,74c17bb98b8274cc9688bb909ed434e9cf796824a6bf668b87d2fc672faa9044,tar,10240,captured,failed,tests/test_sqlite_db_truncate_v2.py::test_malformed_ambiguous_and_forged_artifacts_fail[forged_verdict],runs/campaign/phase1/candidates/terminal-bench/sqlite-db-truncate/74c17bb98b8274cc
terminal-bench,sqlite-db-truncate,malicious,test_malformed_ambiguous_and_forged_artifacts_fail[duplicate_key]#1,2b24101e1a60075c7786ba743ba8bb63843f89cf592e8d1e80cd391777575916,tar,10240,captured,failed,tests/test_sqlite_db_truncate_v2.py::test_malformed_ambiguous_and_forged_artifacts_fail[duplicate_key],runs/campaign/phase1/candidates/terminal-bench/sqlite-db-truncate/2b24101e1a60075c
terminal-bench,sqlite-db-truncate,malicious,test_malformed_ambiguous_and_forged_artifacts_fail[invalid_utf8]#1,5e24caa44e8386038f69e06d5f6d2d6b84fbb82e5821fdf1a917fe7caef1197d,tar,10240,captured,failed,tests/test_sqlite_db_truncate_v2.py::test_malformed_ambiguous_and_forged_artifacts_fail[invalid_utf8],runs/campaign/phase1/candidates/terminal-bench/sqlite-db-truncate/5e24caa44e838603
terminal-bench,sqlite-db-truncate,malicious,test_malformed_ambiguous_and_forged_artifacts_fail[nul_suffix]#1,b5ff2f7ec7c2f117e45ddf77d68b0dbd52ea6bb6dd7cebd4593bae106d13b2c8,tar,10240,captured,failed,tests/test_sqlite_db_truncate_v2.py::test_malformed_ambiguous_and_forged_artifacts_fail[nul_suffix],runs/campaign/phase1/candidates/terminal-bench/sqlite-db-truncate/b5ff2f7ec7c2f117
terminal-bench,sqlite-db-truncate,malicious,test_malformed_ambiguous_and_forged_artifacts_fail[infinity_literal]#1,eae31e6c62631e42f95ab499d0c4df7a6a76683b55e6e7ef9b025f2c239b21f6,tar,10240,captured,failed,tests/test_sqlite_db_truncate_v2.py::test_malformed_ambiguous_and_forged_artifacts_fail[infinity_literal],runs/campaign/phase1/candidates/terminal-bench/sqlite-db-truncate/eae31e6c62631e42
terminal-bench,sqlite-db-truncate,malicious,test_malicious_candidate_filesystem_shapes_are_rejected_at_capture[symlink]#1,422d4c599bff8d03eaeb07daca12dd8099836236d2911df46d544c9367bace63,tar,10240,rejected,,tests/test_sqlite_db_truncate_v2.py::test_malicious_candidate_filesystem_shapes_are_rejected_at_capture[symlink],runs/campaign/phase1/candidates/terminal-bench/sqlite-db-truncate/422d4c599bff8d03
terminal-bench,sqlite-db-truncate,malicious,test_malicious_candidate_filesystem_shapes_are_rejected_at_capture[directory]#1,a175e6eb89e7280bb8b9bc8ca3d541a63a7014dc9c80341b75978937eebf4621,tar,10240,rejected,,tests/test_sqlite_db_truncate_v2.py::test_malicious_candidate_filesystem_shapes_are_rejected_at_capture[directory],runs/campaign/phase1/candidates/terminal-bench/sqlite-db-truncate/a175e6eb89e7280b
terminal-bench,sqlite-db-truncate,malicious,test_malicious_candidate_filesystem_shapes_are_rejected_at_capture[oversized]#1,ab6dfc08107ee9adb4ae7337fea23c4583f6e87c5e5e29169995bec37cf049e7,tar,71680,rejected,,tests/test_sqlite_db_truncate_v2.py::test_malicious_candidate_filesystem_shapes_are_rejected_at_capture[oversized],runs/campaign/phase1/candidates/terminal-bench/sqlite-db-truncate/ab6dfc08107ee9ad
terminal-bench,sqlite-db-truncate,base,test_base_image_without_deliverable_is_rejected_at_capture#1,84ff92691f909a05b224e1c56abb4864f01b4f8e3c854e4bb4c7baf1d3f6d652,tar,10240,rejected,,tests/test_sqlite_db_truncate_v2.py::test_base_image_without_deliverable_is_rejected_at_capture,runs/campaign/phase1/candidates/terminal-bench/sqlite-db-truncate/84ff92691f909a05
terminal-bench,sqlite-db-truncate,malicious,test_file_bundle_capture_rejects_malicious_shapes[symlink-sqlite-db-truncate]#1,e801e4bc7940c88b435f03806210546a3d237b6647d3818326a878c26e012e3e,tar,10240,rejected,,tests/test_terminal_file_bundle_qualification.py::test_file_bundle_capture_rejects_malicious_shapes[symlink-sqlite-db-truncate],runs/campaign/phase1/candidates/terminal-bench/sqlite-db-truncate/e801e4bc7940c88b
terminal-bench,sqlite-db-truncate,malicious,test_file_bundle_capture_rejects_malicious_shapes[directory-sqlite-db-truncate]#1,d5cf62631001b7b25ff81ecefb58a4d3d77201506ddb8c4426dd3059b8736b6b,tar,10240,rejected,,tests/test_terminal_file_bundle_qualification.py::test_file_bundle_capture_rejects_malicious_shapes[directory-sqlite-db-truncate],runs/campaign/phase1/candidates/terminal-bench/sqlite-db-truncate/d5cf62631001b7b2
terminal-bench,sqlite-db-truncate,malicious,test_file_bundle_capture_rejects_malicious_shapes[oversized-sqlite-db-truncate]#1,13931209fe6fea242df38d6647bb7c1c40a25c193f1af1d1dedcd043efed2042,tar,71680,rejected,,tests/test_terminal_file_bundle_qualification.py::test_file_bundle_capture_rejects_malicious_shapes[oversized-sqlite-db-truncate],runs/campaign/phase1/candidates/terminal-bench/sqlite-db-truncate/13931209fe6fea24
terminal-bench,vulnerable-secret,reference,test_reviewed_reference_passes_real_capture_parser_and_oracle#1,9b162e1fc351466de97a2925727955a32ef79e11c02425cb9489bba3598b3c68,tar,10240,captured,passed,tests/test_vulnerable_secret_v2.py::test_reviewed_reference_passes_real_capture_parser_and_oracle,runs/campaign/phase1/candidates/terminal-bench/vulnerable-secret/9b162e1fc351466d
terminal-bench,vulnerable-secret,reference,test_source_whitespace_stripping_is_preserved[trailing_newline]#1,acc79072cfbe88d31ea6bce3b5da04e5b0701781d8291a9672937184c23c29d5,tar,10240,captured,passed,tests/test_vulnerable_secret_v2.py::test_source_whitespace_stripping_is_preserved[trailing_newline],runs/campaign/phase1/candidates/terminal-bench/vulnerable-secret/acc79072cfbe88d3
terminal-bench,vulnerable-secret,reference,test_source_whitespace_stripping_is_preserved[surrounding_spaces]#1,0ff97cce02e025f6c25daa3f03818ae86c7eb7d7289544e05b015cc756c6d9c7,tar,10240,captured,passed,tests/test_vulnerable_secret_v2.py::test_source_whitespace_stripping_is_preserved[surrounding_spaces],runs/campaign/phase1/candidates/terminal-bench/vulnerable-secret/0ff97cce02e025f6
terminal-bench,vulnerable-secret,reference,test_source_whitespace_stripping_is_preserved[mixed_whitespace]#1,bce0ed5e9c2cee892eb492f3d5f867a99eb074c646fe2ee3377cd15ae33c527f,tar,10240,captured,passed,tests/test_vulnerable_secret_v2.py::test_source_whitespace_stripping_is_preserved[mixed_whitespace],runs/campaign/phase1/candidates/terminal-bench/vulnerable-secret/bce0ed5e9c2cee89
terminal-bench,vulnerable-secret,mutant,test_targeted_semantic_mutants_fail[case_mutated]#1,01dd0a4d71bb39d9f05b7d7965ab41ed9f952db23e89e5e595869ec73ebdcddb,tar,10240,captured,failed,tests/test_vulnerable_secret_v2.py::test_targeted_semantic_mutants_fail[case_mutated],runs/campaign/phase1/candidates/terminal-bench/vulnerable-secret/01dd0a4d71bb39d9
terminal-bench,vulnerable-secret,mutant,test_targeted_semantic_mutants_fail[wrong_year]#1,e89a6a6b25ea6e61b9f4cc8b09f813569deba361c6708808cac114cc0e13e110,tar,10240,captured,failed,tests/test_vulnerable_secret_v2.py::test_targeted_semantic_mutants_fail[wrong_year],runs/campaign/phase1/candidates/terminal-bench/vulnerable-secret/e89a6a6b25ea6e61
terminal-bench,vulnerable-secret,mutant,test_targeted_semantic_mutants_fail[trailing_char]#1,3089ee7e2f42d93fc5725167782229f33bef58ac8b89e6af2204b025002e7d97,tar,10240,captured,failed,tests/test_vulnerable_secret_v2.py::test_targeted_semantic_mutants_fail[trailing_char],runs/campaign/phase1/candidates/terminal-bench/vulnerable-secret/3089ee7e2f42d93f
terminal-bench,vulnerable-secret,mutant,test_targeted_semantic_mutants_fail[prose_wrapped_flag]#1,bccb49a0706428340ea2b32e33009372bf3bac70b6cb511e9661155c9c3568ad,tar,10240,captured,failed,tests/test_vulnerable_secret_v2.py::test_targeted_semantic_mutants_fail[prose_wrapped_flag],runs/campaign/phase1/candidates/terminal-bench/vulnerable-secret/bccb49a070642834
terminal-bench,vulnerable-secret,mutant,test_targeted_semantic_mutants_fail[repeated_flag]#1,06b0c32c494bdb1fce1d5451651dccc4301ef4c1355ddaff29fcbac4e866b458,tar,10240,captured,failed,tests/test_vulnerable_secret_v2.py::test_targeted_semantic_mutants_fail[repeated_flag],runs/campaign/phase1/candidates/terminal-bench/vulnerable-secret/06b0c32c494bdb1f
terminal-bench,vulnerable-secret,mutant,test_targeted_semantic_mutants_fail[empty_flag_body]#1,15c52d294c56392a8b8d21fa8eb7efb09097ed88f281e2b8da46ec50900b8688,tar,10240,captured,failed,tests/test_vulnerable_secret_v2.py::test_targeted_semantic_mutants_fail[empty_flag_body],runs/campaign/phase1/candidates/terminal-bench/vulnerable-secret/15c52d294c56392a
terminal-bench,vulnerable-secret,mutant,test_targeted_semantic_mutants_fail[short_but_well_formed]#1,d1ebf0414142b75aad026738879f56eab1e12648d3d9588aca6dd4064614490f,tar,10240,captured,failed,tests/test_vulnerable_secret_v2.py::test_targeted_semantic_mutants_fail[short_but_well_formed],runs/campaign/phase1/candidates/terminal-bench/vulnerable-secret/d1ebf0414142b75a
terminal-bench,vulnerable-secret,mutant,test_targeted_semantic_mutants_fail[empty_file]#1,97987aead4de0b6b00d243d36459debd07b08ec88abec4fe2c22be93edf4e789,tar,10240,captured,failed,tests/test_vulnerable_secret_v2.py::test_targeted_semantic_mutants_fail[empty_file],runs/campaign/phase1/candidates/terminal-bench/vulnerable-secret/97987aead4de0b6b
terminal-bench,vulnerable-secret,mutant,test_targeted_semantic_mutants_fail[whitespace_only]#1,dde821c58650db093e151d9b92453a1b633c3fa0c99a48f8f02d90356093e5ff,tar,10240,captured,failed,tests/test_vulnerable_secret_v2.py::test_targeted_semantic_mutants_fail[whitespace_only],runs/campaign/phase1/candidates/terminal-bench/vulnerable-secret/dde821c58650db09
terminal-bench,vulnerable-secret,malicious,test_malformed_and_forged_artifacts_fail[invalid_utf8]#1,749c2f6faa89fc4cee1f22455be5ba302ef1f72cb9059178cd143642c27aa6dd,tar,10240,captured,failed,tests/test_vulnerable_secret_v2.py::test_malformed_and_forged_artifacts_fail[invalid_utf8],runs/campaign/phase1/candidates/terminal-bench/vulnerable-secret/749c2f6faa89fc4c
terminal-bench,vulnerable-secret,malicious,test_malformed_and_forged_artifacts_fail[nul_suffix_is_not_stripped]#1,c6697731f0ea89af717f7e15fa014671af26e5b843ae0ab70ec93d6670dbacfc,tar,10240,captured,failed,tests/test_vulnerable_secret_v2.py::test_malformed_and_forged_artifacts_fail[nul_suffix_is_not_stripped],runs/campaign/phase1/candidates/terminal-bench/vulnerable-secret/c6697731f0ea89af
